,user_nickname,content,region,city,signature,count_en,count_dg,count_sp,count_zh,count_pu,ads_status,phone_status,kind_words,num_words,name_status,name_phone
9130,暖秋,@金泰客服 请问什么是transit visa ？看到说从国内回来时，非美国公民非加拿大公民要求提供transit visa 谢谢,Calgary,,向死而生 向善而行,0,0,1,8,0,1,1,0,0,1,1
9153,瓷器女孩,中国游客闹巴黎，老外拍成纪录片,,,0,0,0,0,0,0,1,1,0,0,1,1
9154,Mehome.com,大温油价这么贵？为什么人们还是喜欢开大车？,British Columbia,Richmond,0,0,0,0,0,0,1,1,0,0,1,1
9155,💷欣怡英镑现存💷,周天低价出英镑8.60， 量大价优.支持lloyds ，Halifax Scotland， HSBC， TSB ，rbs ，巴克莱 伦敦面交更优惠，当天到账.,England,London,英镑换汇，支持所有银行，支持淘宝担保交易，伦敦面交，量大优惠,0,0,0,26,4,0,1,0,0,0,1
9158,王大大,"Boss们，需要换美金的找我，国内的国外的香港的  都可以  [愉快]

（群内不回复、加好友备注   换汇）",广东,广州,每一个小开始、都能成就一个大梦想。,0,0,0,15,2,1,1,0,0,1,1
9166,Mandy🐭👄🐭,推荐大家一款美国🇺🇸进口菌种儿童益生菌；100亿活菌都是美国引进制作，给宝宝👶养胃更好的保护，胃口不开食欲不振的儿童特别有效，长期使用都不会有依赖性，对宝宝拉便便💩都🈶️帮助...益生菌大人同样功效，价格一样；一盒20袋，40cad团购，原价55刀.,,,"活<span class=""emoji emoji1f250""></span>️精彩活<span class=""emoji emoji1f250""></span>️漂亮！",48,8,4,6,19,0,1,4,10,1,1
9195,Lily老师,大家好。我是做微信英语口语培训的，初级学习3个月，128元；语法班学习70天，128元：中级学习2个月，128元；旅游学习2个月，128元（人民币）。授课老师：雅思8分，英语专业8级，6年口语教学，大家有想提升英语的可以加我哦！备注：英语[愉快][爱心]        微信号:changsha2035,,,2035线上英语培训，网址：www.2035club.com,10,8,0,8,4,0,1,4,4,1,1
9201,张@悦,"投资项目，稳定盈利，日赚300-800美金。后期可做代理，拿90%返佣。加我深入了解。Investment project with stable earning, 300-800 USD per day.Late can do agent, take 90 % commission. Add my wechat for further information.",福建,厦门,为梦想而奋斗吧！小妖精！,0,0,0,10,2,1,1,0,0,1,1
9213,🌶Yuk～,1,,,快乐的,0,0,0,3,0,1,1,0,0,1,1
9251,東京网络通信专家,"🌈在日本 🏡你家宽带要钱，你就out
  🔥高速SoftBank 免费网 无需名义  
    💪七天下工事 
🖥搬家用户特权，办宽带反金24000🖥

🔥现有几台全新苹果8P64g出售  
🔥无锁有锁均有，7万5起售！

🌸.赴日投资签证低价办理中🔥3年拿绿卡
  全家移民日本不是梦☁️

🌸招聘主播，每天3个小时，有才艺颜值均可，月入5万起

🌸本月转社加宽带
签证在留三个月以上即可🉑
未成年 没手机卡的均可♥️🆗
📱苹果八   2.5万
📱苹果八P 3.5万买断
🍏苹果X 五万买断
低价出售各类手机配件
钢化膜，耳机，手机套

④東京首家 租房 买房免中介费！
签约成功客户送家电
寮/民宿出租

另外收代理🔥让你月入百万
互换在日群🌈免费介绍工作
寻求合伙人 🤝优质商材
📞️080 4056 1991
微信 suaperzc",Tokyo,Tokyo,better me,8,0,1,0,0,1,1,2,2,0,1
9258,caihong,1,Toronto,,心若不动，风又奈何。你若不伤，岁月无恙。 ,0,0,1,16,4,1,1,0,0,1,1
9274,打开APP主页讲座预告部分即可找到，开始之后可点击输入邀请码进入。,,,,0,0,0,0,0,0,1,1,0,0,1,1
9275,讲座即将开始，请大家提前下载APP（DreambigCareer），尝试登陆，做好听课准备。,,,,0,0,0,0,0,0,1,1,0,0,1,1
9288,AKIKOMETBABY,"🇺🇸推荐一家北美现货美瞳Shop🧚
日抛/双周/月抛/季度/半年抛～

全球邮寄/招代理+商城店主✔️主售高级硅水凝胶材质👌需要美瞳的bb加V😝
推荐baby购买立减5$活动多多❤",California,Los Angeles,"٩北美现货 询价带图<span class=""emoji emoji2728""></span>
٩支持Zfb Venmo Paypal BoA qp付款",42,6,8,12,8,0,1,9,10,1,1
9296,晴天,"🎉wonderland🎈
门票5折出
支付方式，微信红包
另代缴话费，水电煤气费，网费、全部5折代缴
presto 小绿卡 6折 
需要的朋友加我微信",广东,潮州,0,0,0,0,0,0,1,1,0,0,1,1
9332,A欢喜代写~sunny~免500字,"继续接单中，🎈🎈欢喜教育，essay  assignment  report  PS 毕业论文等预约进行中.....3层质量把关，免费送抄袭率、语法检测报告！

👉迟交一分钟免费
👉抄袭率报告免费送
👉不限次数免费修改

❤❤ 现全面接受预约 ❤❤首单大优惠",New South Wales,Sydney,各科代写，不过退款，欢迎订制。,0,0,0,12,3,0,1,0,0,1,1
9348,A扬帆起航℃,"推广神器《 微商快手》 全自动智能工具 ：
一键群发 一键爆粉、
清死粉一键加群、
一键备份通讯录、
通讯录好友恢复、
克隆朋友圈、
自动点赞、
自动评论、
语音转发、 
图片转发、 
视频转发、
一键自动搜群、
一键进群、
通讯录一键添加、
附近的人、 
全自动搜索加粉、
自动扫二维码加粉、
全功能操作 秒杀一切同类软件严格遵守微信规则、
永不封号 点链接试用 、
自用方便快捷省心，推广还可以赚钱哦 、
永久提成 50%人脉管理，一键群#发转#发、
邀请奖#励，产品极速引流.
 
软件试用=免费下载地址:https://yq.iwsks.cc/web/yq/344605",河北,唐山,旅游客运车队,0,0,0,6,0,0,1,0,0,1,1
9350,陈智勇,1,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
9362,上网电视电话:,"★Rogers上网,以下是一年无合同价:
500M(无限流量),特殊大楼$25/月;
_60M(无限流量),特殊区域$40/月;

Bell上网,FTTH地址:
★300M上网:一年无合同,$44.95/月起;
★300M上网+TV+电话:$65.85/月起;

★CIK-FTTN50M网:一年$29.99/月;
另加$3.99/月,可看100个中文电视频道;
更多计划,联系手机与微信同号:14166701988",Ontario,Toronto,Rogers Bell CIK 上网、电视、电话优惠计划,13,0,3,10,2,0,1,3,3,0,1
9363,莫萧寒,谷歌发布机器学习速成课（中文！免费！）,,,0,0,0,0,0,0,1,1,0,0,1,1
9369,天善课程助手,配合胡老师写的 【好书推荐&学习阶段】三个月教你从零入门深度学习的系列文章来看视频 https://edu.hellobi.com/course/268 效果更佳！！,,,0,0,0,0,0,0,1,1,0,0,1,1
9379,AW.P.T.S®多伦多便民微平台,1,加拿大,多伦多,🇨🇦 多村最大信息平台 加上备用让您的生活更便捷 屏蔽不留,0,0,3,24,2,0,1,0,0,0,1
9406,Odile🌅,Double size，欢迎免费自取,Ushuaia,,新，生，心活,0,0,0,4,2,1,1,0,0,1,1
9413,多伦多蒙城房源-新城团队,【蒙城新盘】CENTRA CONDO 4期 开盘在即，VIP经纪带你抢先进场,Montreal,,5149969230,0,10,0,0,0,1,0,1,1,0,1
9414,多多,多伦多13年冰暴后最惨风灾 停电树倒屋顶被吹飞,Ontario,Toronto,专业为留学生排忧解难～,0,0,0,10,1,0,1,0,0,1,1
9438,家兴,换群 互推,England,London,0,0,0,0,0,0,1,1,0,0,1,1
9450,ALinda,"本公司专业办理：微信:CSCE999
1、学校原版毕业证成绩单（1:1制作，烫金、烫银、钢印、防伪光标等工艺无缝对接）
2、真实使馆认证（回国落户、购买免税车无忧，创业享受国家优惠政策等）
3、真实教育部认证（永久存档，真实可查。国企、银行、公务员等事业单位不再是问题） 
4、中国留学生服务网认证（永久存档，真实可查） 
不成功不收费，您的忧愁不再是忧愁。
诚招学生代理：联系微信:CSCE999
诚信互推 [握手]诚信互推 [握手]诚信互推",广东,广州,美食之旅,0,0,0,4,0,1,1,0,0,1,1
9468,jason,一个破旧烟盒卖8万！这四个老物件每家都有，别扔了Aⓖ,河北,邯郸,0,0,0,0,0,0,1,1,0,0,1,1
9472,明珠中医4168568456,她是“中国的居里夫人”，清华女状元，却扫过厕所.......,Ontario,Toronto,地址：2900 Steeles Ave E Thornhill L3T 4X1 in the mall 一楼 ,32,7,11,4,1,0,1,10,10,1,0
9476,心若兰,1,台湾,台中市,"心安<span class=""emoji emoji2764""></span>️平安，顺心顺意🌞",23,4,2,8,11,0,1,4,5,1,1
9497,妞妞,"
[玫瑰]专业只做12-16老号[玫瑰]专业解封微信[玫瑰]需要老板带着量来滴滴",广东,深圳,"每一份相信都用<span class=""emoji emoji2764""></span>去成交",23,4,2,10,8,0,1,4,5,1,1
9504,迷茫人生,梁朝伟结婚赵薇只给5万，而在他婚礼上，赵薇居然大手一挥2百万,福建,福州,与狼共舞尽显英雄本色,0,0,0,10,0,1,1,0,0,1,1
9537,推广加WPTS_BD（放假中）,1,北美十大地区平台,覆盖全球百万华人,没有屏蔽任何人 5月17日恢复 广告顺延 商业推广➕WPTS_BD,6,3,3,19,2,0,1,4,4,0,1
9547,AAAAA国际特价机票问旅行社,"🌀🌀专营国际航线 （丽途新天地国际旅行社）

      特价公务舱🔆头等舱@经济舱机票 

🍥查询航班  出发地--目的地    出发时间---返程时间
🍥预订机票   免费预留  乘机人名字和性别
🍥机票改期退票升舱  售后服务
🍥价格低于平台30％-70％ 
🍥出好票官网验证后付全款  电子客票不受地域限制，凭护照原件登机
🍥联系电话=微信：17301228632薛晴专业工作了12年）另诚信换群",北京,大兴,手机微信13176505905QQ2534729419,2,21,0,4,0,1,0,1,1,0,1
9561,无忧果,帮朋友找5月9号晚10点多伦多机场回温莎carpool,,,0,0,0,0,0,0,1,1,0,0,1,1
9571,德国🇩🇪,鸿鹄之志下的涂鸦，Banksy告诉你北大有点LOW！,Berlin,,圣人之极致治世之要务！,0,0,0,10,1,1,1,0,0,1,1
9573,陈斯羽,"专业为留学生办理以下业务：
真实可查★教育部认证
真实可查★使馆认证
真实可查★留信认证
毕业证，成绩单、雅思、托福、学生卡等全套材料。
💘★实体公司，欢迎来公司面谈、★网上存档永久可查！💘★不成功不收费！
QQ微信：512810992",District of Columbia,Washington City,你不是不爱我？,0,0,0,6,1,1,1,0,0,1,1
9575,fluffybunny🌵🌵🌵,怎么给猫洗jio啊,Ontario,Ottawa,ghoti,5,0,0,0,0,1,1,1,1,1,1
9578,包清关包税，国际快递,"📢 国际包裹运输🇺🇸   中国邮寄海外👏 👏 
私人物品 ❗ 商业货件 特殊产品❗ 
食品 生活用品  ❗ 奢侈品 美容用品 陀螺  粉末  液体服装❗ 手机配件 
免费： 淘宝 京东 唯品会 各大网站 代购 代收 包装❗ 
🌟 全程服务 包清关包税，海外送货上门。微信手机同号：15825653101",,,包清关包税，国外送货上门  15825653101,0,11,2,11,1,1,0,1,1,0,1
9597,Wendy-hua,1,Toronto,,永远年轻,0,0,0,4,0,1,1,0,0,1,1
9608,Dove,万能的群，这几天有密市有谁补屋顶的？能否解绍一个🙏,Ontario,Mississauga,0,0,0,0,0,0,1,1,0,0,1,1
9647,群吃货一枚,1,,,顺其自然。开心就好。,0,0,0,8,2,1,1,0,0,1,1
9673,Cindy,史上最全的45个学科专业具体分析和就业方向,Ontario,Toronto,0,0,0,0,0,0,1,1,0,0,1,1
9684,心房网★xinhomes.com,"金融街八大热门楼花

1. The Cardiff on Eglinton by Sierra -  Lawrence Park豪宅区，LRT轻轨线线上的公寓

2. InDE by Menkes - 活力&动感&便捷，市区核心热点地带投资利器

3. Central Condo by Concord - 首家高科技豪华公寓 绝对是自住投资的好楼盘

4. Vendome condo by H＆W Developments-万锦市中心 紧邻未来York新校区 名校学区房

5. M2M Condo By Aoyuan - Yonge/Finch 地铁站旁 北约克最大社区公寓群

6. The Way Urban Towns by Sorbara - 密市市中心 紧邻密市多大 五分钟生活圈

7. Lakeside by Greenland -紧邻谷歌未来智能城，市中心新地标，二期火热回归

8. Uovo condo by Sher-Yonge/Davisville核心地段 坐拥都市便利

请联系心房网xinhomes.com楼花团队：1 (647) 832-7966‬或647-705-8964",,,0,0,0,0,0,0,1,1,0,0,0,1
9686,华人诚信机场接送旅游移民安家服务,温哥华诚信华人旅游，旅游全天包车、接送🚗 🚐 🚌 ：温哥华的夏季来了！我们拥有两部SUV高档奔驰汽车；7/8座商务车🚙 3部，全新12座奔驰商旅车🚐 3部，另外还有24座、48座旅游车，两部房车（食宿都在车上适合长途几天旅行的旅客；重点推出以下行程：温哥华一日游（多日游）；维多利亚一日游（多日游）；惠斯勒一日游（多日游）；班芙线6-8日游，我们还有西雅图一日游（多日游），奥特莱丝购物专线；一切机场接送、市区接送等用车服务的赶快联系我们吧。📞️ 2367773200微信：18778255235,British Columbia,Vancouver,各类市区、码头、机场接送、旅游包车、美加边境往返接送通关服务,0,0,0,26,4,0,1,0,0,0,1
9687,🙏,1,,,0,0,0,0,0,0,1,1,0,0,1,1
9690,奔姐,女人抽烟，都有什么特别姿态,,,0,0,0,0,0,0,1,1,0,0,1,1
9691,KenH,"【密市四房靓屋整栋出租】步行5分钟去GO train 火车站, 直达downtown 及各区，紧邻 Deer Run Park 公园，环境清幽。靠黄金广场，举步到信达，元明超市， 生活极方便 。四睡房，半完成地库，双车库， 四车位。7月份约中旬开始租， 好房子期待好租客！ 

有意者请联系： can2000@gmail.com  谢谢大家！",Toronto,,Wish happy every day!,17,0,3,0,1,1,1,4,4,1,1
9698,水中望月,"大量接全球机票，价格美丽，包登机售后服务好，
大量接全球机票，价格美丽，包登机售后服务好，
大量接全球机票，价格美丽，包登机售后服务好，
以信誉求发展，以诚信求生存，
有意的欢迎👏➕微信咨询
非诚勿扰非诚勿扰
长期海外招代理长期海外招代理
换海外质量群",New York,New York,"海外代叫<span class=""emoji emoji1f697""></span>海外订餐<span class=""emoji emoji1f354""></span>🍗欢迎➕微信咨询我，不回弹语音",48,8,4,20,19,0,1,5,10,1,1
9705,秋澐💓,总丢袜子？拆开洗衣机就找到了...但是更可怕的不止这些！,Quebec,Montréal,"Please be kind. Cause everyone is fighting a hard battle<span class=""emoji emoji1f340""></span>",70,4,11,0,9,0,1,14,15,1,1
9709,床垫家具仓库直销,Mazin 家具春季大清仓,,,0,0,0,0,0,0,1,1,0,0,1,1
9715,kaku,有车位吗@🙏 ,,,0,0,0,0,0,0,1,1,0,0,1,1
9717,A🔲🔲🔲弹语音）,"6折接：uber eats 外卖🍕🍟🍺
想吃外卖的可以下载一个UberEats APP  网址 https://www.ubereats.com上面的所有餐点都可以找我代订 一律6折收费 最低消费80人民币，有需要的加我！",Victoria,Melbourne,您的需求，我们的帮助，为您营造方便路途,0,0,0,17,2,1,1,0,0,1,1
9718,ONE👿（正常接单）,互推嘛 老铁 顾客都是澳洲和北美的留学生 消费水平还可以,Cathedral,,专注原版复刻1:1,0,2,0,6,1,1,1,1,2,1,1
9733,A小阳阳,宝宝们，订餐优惠了，订酒店7折，只交定金，入住付尾款，订飞机票7折，只交订金，落地付尾款，代购，也是只付定金，，放心，安全，绝对可靠哦！有需要的宝宝们可以找我下单哦！[微笑],New York,New York,代叫车，订餐，订机票，订酒店，代缴各种费用，,0,0,0,17,5,0,1,0,0,1,1
9745,小Jay迷,村友们，我们需要在地库装洗衣机和干衣机，有持电牌和水牌的师傅介绍吗？,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
9746,上善若水,小米上市 = 1000个千万富翁+100个亿万富翁+1个中国首富？,北京,东城,0,0,0,0,0,0,1,1,0,0,1,1
9752,Yina,@Sophie 可以下周接龙了吗[偷笑][偷笑]怕我又错过,,,微信封号，朋友圈被禁发图3天，咱们5.6见,0,3,0,15,3,1,1,3,3,1,1
9758,吃喝玩乐埃德蒙顿卡尔加里,【重磅】万物复苏的五月，数不过来的精彩活动，你确定还要宅在家里吗？,Edmonton,,吃喝玩乐埃德蒙顿,0,0,0,8,0,1,1,0,0,1,1
9777,John,这里是乒乓球群，装乒乓球台，发球机估计有人帮忙[偷笑],Ontario,Markham,0,0,0,0,0,0,1,1,0,0,1,1
9802,A高质量微信,换群，换海外群，10个起换，不挑群的加我备注换群,广东,广州,努力努力更努力,0,0,0,7,0,1,1,0,0,1,1
9817,开心消消乐,@有你真好  谢谢,Seoul,Seoul,0,0,0,0,0,0,1,1,0,0,1,1
9818,春暖花开,@有你真好  谢谢,Seoul,,0,0,0,0,0,0,1,1,0,0,1,1
9822,Ydy🍊,有人出二手狗笼吗,Ontario,Toronto,故事的小黄瓜,0,0,0,6,0,1,1,0,0,1,1
9839,博,在等红绿灯的时候，我看了一下手机，侧面那个老外喊我说别看手机，然后还说脏话。然后绿灯走的时候他还说。开个皮卡。应该不是便衣警察吧？ 是不是就是个神经病,,,Im in Canada,10,0,2,0,0,1,1,3,3,1,1
9872,jasmineÅ,有multi回大学附近的车吗现在,Ontario,Windsor,mature kid,9,0,1,0,0,1,1,2,2,1,1
9901,Teresa,来，把陈佩斯的本领都拿去。,Ontario,Toronto,Better late than never,19,0,3,0,0,1,1,4,4,1,1
9904,王国力,中国企业家：只有企业，没有家（深度好文）,,,0,0,0,0,0,0,1,1,0,0,1,1
9908,🌹花儿,现在有人能从湖区去Cleary St 和 St.Clair Ave ,,,0,0,0,0,0,0,1,1,0,0,1,1
9910,LisaGu,1,Windsor,,没有「我」,0,0,0,3,2,1,1,0,0,1,1
9924,ABCD办公家具，家私&amp;地板,"您还在犹豫吗？6""宽实木复古手抓纹地板包工包料只要$5.69/sqf !",,,我们只做精品！买家具买地板找我吧！905-943-8977,0,10,0,15,4,0,0,3,3,1,1
9926,A.🇨🇦vic卖鞋的小店主,寄全球🌎加加加 📍维多利亚 店主人好又爽快 经营微商两年 公司渠道货奢侈品 韩国小众chic风私服 现还加入奢侈品大牌1:1饰品 经常有优惠👏🏻 宝宝们赶快加她 另外还招代理哦～,British Columbia,Victoria,ugg正品 其它复刻 国内包邮 全球邮寄 招全球代理699rmb,6,3,4,19,0,0,1,2,2,0,1
9928,JACKIE,沦丧 ◇ 华裔名医在产妇下体偷放神秘药片被查！曾接生李嘉诚孙子,,,0,0,0,0,0,0,1,1,0,0,1,1
9943,a国际快递.中国至全世界派送到门,1,广东,广州,专业走敏感货物，免费代购、代收、专业打包。电话：13427536535,0,11,0,19,5,0,0,1,1,0,1
9947,Ayou,办理留学生毕业証、学历、教育部认証 (真实存档）+v信:banxue2014,北京,海淀,0,0,0,0,0,0,1,1,0,0,1,1
9968,Salina🌸🌷🌼,我有亲人来加探我，想买探亲旅游保险，请问高人哪家比较便宜？,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
9970,JeffWang(专业房屋贷款),价钱都差不多吧，找谁买都差不多！我也是前几天刚买的,Ontario,Mississauga,"密市及周边地区贷款经纪,诚心为您服务！905-3028899,留言必回!",0,10,0,21,5,0,0,2,2,0,1
9976,UK🇬🇧,1,England,London,london,6,0,0,0,0,1,1,1,1,1,1
9998,王一,不想闹心的话，尽量不要租fj人的房，我有体会。,Toronto,,夕阳残照，天地苍茫，这一世，人如孤鸿，谁不是谁的过客？,0,0,0,22,5,1,1,0,0,1,1
10004,天涯,万锦新约克大学 Warden/Highway 7 Riverside condo 转让 多个 10月入住 $600多每尺,Ontario,Markham,0,0,0,0,0,0,1,1,0,0,1,1
10008,饺子王，6476277778,1,,,饺子王地址：13-1126 Finch Ave West，Toronto,19,6,3,5,3,0,1,6,6,1,0
10015,ʚ笙笙蔓ɞ,现在求个carpool去dmall,,,0,0,0,0,0,0,1,1,0,0,1,1
10028,便捷小助手,1,California,Los Angeles County,竭尽所能服务每一位乘客朋友,0,0,0,13,0,0,1,0,0,1,1
10031,乐道英伦旅行Nina,1,England,Manchester,"乐道英伦，让文化融入旅行<span class=""emoji emoji2764""></span>️",23,4,2,11,10,0,1,4,5,1,1
10041,李晨,读者福利：超美味肉干免费送！三种100%纯自然肉质任选！,,,0,0,0,0,0,0,1,1,0,0,1,1
10047,Vina,读者福利：超美味肉干免费送！三种100%纯自然肉质任选！,,,Helen,5,0,0,0,0,1,1,1,1,1,1
10079,Sally💁🏻,详解：投资房加上孩子的名字，能避免高额的税收和遗嘱认证费用吗？,,,"让理财成为一种习惯<span class=""emoji emoji1f44f""></span>🏻",25,3,2,9,9,0,1,4,5,1,1
10083,💓Joyce🎉W💓,我问问哦，没在管哈哈,,,没有两全其美的办法,0,0,0,9,0,1,1,0,0,1,1
10118,Пепси,求周一多伦多回温莎的carpool两个人谢谢,北京,海淀,0,0,0,0,0,0,1,1,0,0,1,1
10122,Flora,Leslie/Hwy7 两房两个卫生间condo欲出租 地点极为便利  靠近高速 公交车站 银行 餐馆 学校 有意者请联络 ,,,0,0,0,0,0,0,1,1,0,0,1,1
10140,i,求学校附近到Cabana的carpool,,,0,0,0,0,0,0,1,1,0,0,1,1
10144,杨科宇,提供5月8号早上多伦多回温莎的carpool,重庆,江北,0,0,0,0,0,0,1,1,0,0,1,1
10146,GIRON小武,接龙怎么接 我新进来的😂,Ontario,Toronto,Instagram：wuuuuups,17,0,0,0,1,1,1,2,2,1,1
10161,௸生有涯༒而知无涯จุ๊บೄೄ೨,万人失声痛哭！早看一分钟，早一分钟悔悟！,Ontario,Toronto,合作才能大作，借力才不会费力，整合才能加速。,0,0,0,19,3,1,1,0,0,1,1
10173,AAA奋斗,大量接全球机票价格低包登机，售后服务好，。                              大量接全球机票价格低包登机售后服务好，。                                     大量接全球机票价格低包登机售后服务好？，。                              大量接购物只要账户有交易记录的老账户就可以包出货！                  大量接购物只要账户有交易记录的老账户就可以包出货………………还等什么赶紧联系我吧…………另招海外代理，代理价格优惠，,,,0,0,0,0,0,0,1,1,0,0,1,1
10174,Jeunesse,@Sarah Gong 感兴趣。可有什么好推荐？,,,简单，随缘，开心快乐！,0,0,0,8,3,1,1,0,0,1,1
10176,Mandy,大家有修屋顶师傅介绍吗？,福建,厦门,0,0,0,0,0,0,1,1,0,0,1,1
10184,众信装修4167322018,什么情况？,Ontario,Toronto,Stephen,7,0,0,0,0,1,1,1,1,0,0
10192,Aimee👗,无法正常毕业的留学生看过来👉推荐一个靠谱的专业办理国外学历学位认证  别让一纸Diploma成为对你的最终审判，改变从这里开始，业务范围，毕业证，成绩单，教育部学历学位认证！雅思+托福+学生卡，回国人员证明，留信认证，网上存档，永久可查     敬请保留联系方式以便日后备用！QQ微信：1220410560另【诚招代理留学生优先】诚信海外互推，换群！,Victoria,Melbourne,当你发现时间是贼了，它早已偷光你的选择！,0,0,0,18,2,1,1,0,0,1,1
10223,邱丹,请问有能收微信红包麦当劳来回卡普吗？谢谢,,,0,0,0,0,0,0,1,1,0,0,1,1
10250,大邵爷～,提供五月14号从国内有偿带物回温莎,山东,青岛,回家回家,0,0,0,4,0,1,1,0,0,1,1
10253,Murphy,都自带隐形的翅膀[耶],Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
10262,AROPAINTING荣域油漆,公司最多罚25万，个人5万,Frankfurt,,0,0,0,0,0,0,1,1,0,0,1,1
10300,A.金融理财、杨,"缺钱或者想赚钱的找我
Lack of money? Want to make more money? Contact me right now.
外汇技术套利，每天可套取1000-50000美金.
Forex technology arbitrage which will help you to squeeze 1000-50000 USD a day. 
当天操作，当天出钱。
Receiving your money in the same day when you operate.
每天限量带20人操作
Only 20 persons can get the permission to operate.
另诚招代理和实力中介。
Competitive agencies and brokers are sincerely recruited。     诚信换群!!海外国内群!",浙江,杭州,对接外汇市场，免费开立帐户，提供交易指导！,0,0,0,18,3,1,1,0,0,0,1
10302,周易预测婚姻桃花运财运事业运等,1,河南,郑州,一命二运三风水四积阴德五读书，六名七相八敬神九交贵人十养生！,0,0,0,28,2,1,1,0,0,1,1
10311,国际空运5天到门海运包清关carr,"[拥抱]邮寄，快递食品，化妆品，电子产品，各类微商产品，名牌仿牌鞋子包包等，发货后5天送到你手上。
[悠闲]11年诚信经营，推荐特价海运包清关门到门专线。对接私人自用，商家，贸易公司。适合移民搬家，国内置购家具转运，商家国内采购材料，商品贸易转运",British Columbia,Vancouver,责任，诚信。,0,0,0,4,2,1,1,0,0,1,1
10315,PatrickWriter(预约中),1,,,业务繁忙时是务必排队等候客服，请耐心等候,0,0,0,19,1,1,1,0,0,1,1
10319,国际物流海运空运包清关Mr.xie,"[拥抱]邮寄，快递食品，化妆品，电子产品，各类微商产品，名牌仿牌鞋子包包等，发货后5天送到你手上。
[悠闲]11年诚信经营，推荐特价海运包清关门到门专线。对接私人自用，商家，贸易公司。适合移民搬家，国内置购家具转运，商家国内采购材料，商品贸易转运",British Columbia,Vancouver,责任，诚信。,0,0,0,4,2,1,1,0,0,1,1
10321,为你伏笔。,"[微笑]需要客源的加我[愉快][愉快][愉快]全国各地的精准顾客，保证不是微商[调皮][调皮][调皮]我们是全国独家代理精准顾客，无论你卖什么产品我们都能给你最精准的顾客，让你出单很轻松，加我备注：精准顾客。（另承接群推广） 另招代理（互推加我，换海外代购群加我

",,,0,0,0,0,0,0,1,1,0,0,1,1
10322,立春,五一家庭日 | 让孩子在花中奔跑，让健康传递美味,Ontario,Toronto,唤醒大地,0,0,0,4,0,1,1,0,0,1,1
10325,中国加拿大海运空运全包到门,"[拥抱]邮寄，快递食品，化妆品，电子产品，各类微商产品，名牌仿牌鞋子包包等，发货后5天送到你手上。
[悠闲]11年诚信经营，推荐特价海运包清关门到门专线。对接私人自用，商家，贸易公司。适合移民搬家，国内置购家具转运，商家国内采购材料，商品贸易转运",British Columbia,Vancouver,责任，诚信。,0,0,0,4,2,1,1,0,0,0,1
10327,加拿大华人协会理事长～罗强峰,合伙做生意长久的原则（不管做哪一行都要读一读）,Manitoba,Thompson,己所不欲 勿施于人,0,0,1,8,0,1,1,0,0,0,1
10342,巴黎左岸°,"[微笑]缺钱或者想赚钱的找我
Lack?of?money??Want?to?make?more?money??Contact?me?right?now.
外汇技术套利，每天可套取1000-50000美金.
Forex?technology?arbitrage?which?will?help?you?to?squeeze?1000-50000?USD?a?day.?
当天操作，当天出钱。
Receiving?your?money?in?the?same?day?when?you?operate.
另诚招代理和实力中介。返佣高达百分之九十！
Competitive?agencies?and?brokers?are?sincerely?recruited。?????诚信换群!!海外国内群!",Burgenland,,0,0,0,0,0,0,1,1,0,0,1,1
10343,🌴国际商务头等特价机票,专营澳洲，美洲，欧洲头等舱 商务舱特价机票，低于市场价30%～70%！先出票验真后付款，一对一专享服务！全球各大航空均有特价！支持多种付款方式，需要的朋友欢迎发行程核价，电话/微信17663738702,北京,东城,专业从事商务头等特价机票，比官网优惠3-7折，因为专注 所以专业,0,2,1,26,3,0,1,2,2,0,1
10345,董艳,大决战！中东火药桶彻底引燃，美俄欧以伊展开五方混战，中国神秘大杀器急赴叙利亚,宁夏,银川,知足常乐,0,0,0,4,0,1,1,0,0,1,1
10346,任良,求拉Airbnb群[呲牙],Ontario,Toronto,What's up?,7,0,1,0,2,1,1,3,3,1,1
10349,P,请问，谁有weed control的好的公司推荐?前后院的草坪快被杂草占光了[流汗],,,0,0,0,0,0,0,1,1,0,0,1,1
10361,华,小试牛刀，不服来战,江苏,苏州,0,0,0,0,0,0,1,1,0,0,1,1
10373,eryue__,有没有人知道泰迪的狗舍 ,,,会有猫的,0,0,0,4,0,1,1,0,0,1,1
10381,H*,1,Ontario,Toronto,行到水穷处，坐看云起时,0,0,0,10,1,1,1,0,0,1,1
10386,🌜,1,Hawaii,Honolulu County,健健康康就好       其他都是浮云,0,0,7,12,0,1,1,0,0,1,1
10398,Mr.张,邀您加入附近群,辽宁,锦州,0,0,0,0,0,0,1,1,0,0,1,1
10400,A红色叹号是禁言,1,上海,青浦,黑科技出售 5～15天上首页，关键词数据，账号出售,0,3,1,18,3,1,1,2,2,1,1
10427,芯,在哪里呀,Toronto,,0,0,0,0,0,0,1,1,0,0,1,1
10480,Tony.han℡⁴¹₆-⁹⁹⁹-³₆³₆,"提供
今晚 8-9点 多伦多 机场回温莎 拼车还有 3个位置
请微信联系",Ontario,Windsor,顺其自然,0,0,0,4,0,1,1,0,0,1,1
